16,38,10,34,9,14,20,29,39,72,38,61,2,21,21,32,20,28,22,82;
25,49,9,26,16,26,21,38,27,75,14,31,8,39,11,16,10,24,24,70;
17,47,5,23,8,10,14,25,40,70,42,57,8,22,24,39,13,47,18,79;
27,64,3,31,8,15,35,34,26,95,22,50,3,24,9,17,17,30,27,74;
18,52,9,37,4,14,30,31,20,89,27,51,6,26,9,13,14,36,14,77;
22,44,8,32,8,13,21,34,18,76,21,38,8,36,11,17,14,27,15,74;
16,34,10,32,8,15,12,32,33,66,29,53,4,23,14,20,13,29,22,76;
18,55,9,33,9,16,33,20,10,88,21,44,7,22,8,10,18,32,21,66;



